id,value
1574,6668414.79669256
1578,6318989.377425591
1580,9953723.018221194
1581,2022375.5838034877
1585,6250769.58566618
1591,3060343.624335094
1598,5730899.615957335
1600,6681620.999225341
1609,6703786.3034010595
1614,6681620.999225341
1619,6681620.999225341
1628,6736285.60723731
1630,6702425.209385944
1633,6006753.488900445
1638,6184160.184275486
1651,2022375.5838034877
1652,6874350.437469464
1659,6006753.488900445
1663,6458409.112620209
1667,1878406.0185640778
1668,6672167.861382868
1670,8754946.511109648
1671,9275627.466169845
1675,5623829.463285
1678,6357752.128575926
1681,6753498.364625376
1683,6108084.075702075
1687,7952069.710665226
1689,8741064.851106882
1690,6586081.767976684
1697,9986251.599634701
1700,6019820.985131114
1711,6467281.058225787
1713,5172046.624325676
1720,6229838.160266017
1723,7904500.8533662055
1729,9275627.466169845
1730,6668414.79669256
1735,8466124.535243848
1736,6702425.209385944
1737,5388456.190282255
1738,6108084.075702075
1741,8345272.462399762
1747,8801122.667690497
1753,6301715.525666052
1755,6601768.22534166
1764,5567340.615016122
1766,9493938.745633261
1770,2908061.802143026
1775,4624316.546150811
1776,6006753.488900445
1783,7985572.393292835
1789,7758973.195395323
1794,6672167.861382868
1795,5730899.615957335
1799,10581992.807592405
1802,5434686.6823805105
1805,1195575.8446614644
1808,7799700.036562715
1811,5186305.747554934
1812,8864128.774355952
1813,7390025.987852827
1816,7556492.91385174
1817,8405330.278983373
1820,1366253.2488783586
1828,6802761.931905455
1837,7510878.060696915
1838,8524704.622468637
1840,5172046.624325676
1841,9725932.575770345
1842,9727410.30512917
1843,5672038.089330835
1845,8919826.104471019
1847,4456099.372964364
1848,6426698.551682393
1853,5433208.953021684
1855,8466124.535243848
1856,7953547.440024053
1861,8801122.667690497
1864,7435640.841007652
1871,5623829.463285
1873,4734522.9085956095
1874,9955200.74758002
1875,7785818.376559951
1876,6006753.488900445
1877,4683141.023376222
1885,7740221.614276957
1887,7550484.40562198
1894,7390025.987852827
1896,8526182.351827463
1897,9727410.30512917
1905,6426698.551682393
1908,3251875.269247406
1909,10439512.167952852
1912,5257279.98700547
1918,10835304.556659972
1922,10137115.685424756
1923,6600290.495982833
1926,7390025.987852827
1930,5976368.92565781
1935,7550484.40562198
1949,5778500.1494848905
1960,5778500.1494848905
1967,6250769.58566618
1968,7170794.594437094
1969,4799912.840068744
1973,5672038.089330835
1974,5478907.297528855
1976,2470436.542730722
1977,6182682.454916659
1978,9547539.641463883
1982,8753468.781750822
1986,4233538.466279361
1996,6789106.932423558
2002,4624316.546150811
2010,9373086.67278917
2013,7065488.361899344
2014,4318701.8393167
2024,5776800.372976673
2026,2242638.7614918407
2027,7272567.667370216
2028,5465046.542388738
2031,1437501.4267984848
2033,5086555.68555343
2038,7116664.363645268
2041,4581306.563905976
2047,5465046.542388738
2054,5331790.569647144
2055,6454095.306118227
2057,7008069.919930437
2059,5553563.184470404
2062,5330312.840288317
2063,6796167.11441152
2074,1293531.8615590737
2077,6054301.174742328
2089,6234863.912702493
2092,7505609.015485637
2095,4286526.345667368
2099,7585202.409445754
2108,6632134.030768445
2116,3074070.8268996184
2117,7552557.243880363
2120,4096789.137012389
2130,4805171.999925012
2131,1587901.0383668572
2133,4947138.706963505
2135,4743055.573751042
2138,2386608.3267312516
2139,6851365.424184178
2140,7116664.363645268
2143,4579520.069236938
2144,5451735.539833246
2146,4948616.436322331
2148,1985336.4659965269
2153,7866669.715314728
2160,3306280.555837578
2173,5575806.666412878
2179,5835069.781326595
2180,6851365.424184178
2181,2386608.3267312516
2182,832682.5808234198
2183,2777091.601595009
2184,6011821.003151399
2189,2922538.8961932464
2190,6228719.4609594885
2191,6865247.084186941
2192,6851365.424184178
2200,4979314.2006128365
2205,3678532.548586725
2206,5799460.323754303
2207,7470877.326607604
2212,4755449.035253151
2215,1587901.0383668572
2219,5835069.781326595
2229,7905374.981183841
2232,5034880.333271996
2238,5022027.315465426
2241,6851365.424184178
2244,3868269.757241704
2247,660527.4472476998
2249,5868308.979529681
2250,1595388.594391057
2254,6054301.174742328
2255,5331790.569647144
2262,5637485.368849564
2264,5493698.81224136
2268,6334212.144441987
2269,7820493.558733877
2281,2671321.2368060667
2284,7866669.715314728
2288,4318701.8393167
2296,5417773.551514876
2299,7470877.326607604
2300,5939897.4850936895
2302,7470877.326607604
2305,7906880.876220362
2310,4848435.371164986
2325,5574328.937054051
2327,4512570.449951091
2332,5860044.71121001
2333,4755449.035253151
2343,6796167.11441152
2347,7949827.361946315
2350,4396141.219470244
2356,6089658.099304963
2359,9243819.958541099
2365,4579520.069236938
2370,4220473.237214731
2372,7136237.782500502
2375,4947138.706963505
2382,5839442.910505758
2383,7908358.605579189
2386,4545866.846228779
2390,5868308.979529681
2398,3115065.6178237726
2403,6236341.64206132
2406,5432871.048739406
2411,5244934.441719361
2418,3306280.555837578
2419,5799460.323754303
2422,6896107.531858848
2429,4790888.752930348
2430,6333082.873546084
2431,7008069.919930437
2434,5432871.048739406
2439,5833592.051967768
2443,5647684.031812913
2445,9516288.386213483
2449,7409341.780665162
2452,4578042.339878111
2456,5835069.781326595
2459,8318063.985874772
2465,5432871.048739406
2476,4318701.8393167
2485,5330312.840288317
2488,3074070.8268996184
2490,7410819.510023989
2491,6979265.178490435
2492,5158198.625346703
2501,2672798.966164893
2503,6894629.802500022
2506,5763145.373494776
2508,5432871.048739406
2510,3113587.8884649463
2513,6646015.690771207
2520,5585738.678119736
2521,4756926.764611978
2525,5667315.272965887
2526,1290596.64534199
2529,4671528.112051394
2530,3857082.681325548
2535,1928133.805152457
2536,3846348.086003172
2540,548267.8285214411
2543,2182915.1505632745
2547,4974783.146642616
2549,1145149.3507437527
2558,3900295.9551564516
2559,3679675.985950508
2562,5197670.365286802
2568,1242062.6213171522
2570,3857082.681325548
2571,4412160.263233612
2573,1984067.5568612795
2575,3857082.681325548
2576,2845357.439510155
2577,2846835.1688689813
2578,3380685.0433432357
2581,4256150.634848969
2582,4055930.2750275442
2583,5257728.181870417
2584,3608542.792200038
2586,1146627.080102579
2587,4054452.545668718
2595,2913941.2926814873
2600,4190277.410240436
2603,4055930.2750275442
2604,4900157.152038356
2605,3382162.772702062
2606,4145765.264856925
2610,4671528.112051394
2613,4073887.899456889
2630,4681994.814903436
2631,1242062.6213171522
2632,5196192.635927975
2652,3888840.762432614
2659,3211454.5059299334
2662,5257728.181870417
2665,2349195.445315889
2667,4785239.3052491145
2668,5368113.551862462
2672,3166035.5459715533
2674,2647987.575166985
2675,3382162.772702062
2676,4466067.494386051
2678,3846348.086003172
2685,4223404.06387011
2689,2586039.8210950927
2691,2672390.1900656526
2694,4978438.971871068
2695,1985545.2862201058
2697,3545698.2772161625
2699,4165396.5060098968
2700,3380685.0433432357
2701,2672390.1900656526
2705,3678942.428241248
2716,2646509.8458081586
2718,3559569.4680771017
2721,3559569.4680771017
2733,4876320.458554114
2737,2040423.3146826897
2739,5428907.808122936
2748,4466067.494386051
2749,3517034.1856470304
2752,3863205.743940111
2753,3035261.8179800515
2755,1242062.6213171522
2765,2348996.6325597125
2766,3382162.772702062
2774,3844870.356644346
2775,3857082.681325548
2776,4786717.034607941
2777,2348996.6325597125
2779,3298751.238156863
2785,5308055.735278848
2786,6346559.969919472
2796,3888840.762432614
2797,2672390.1900656526
2805,4976961.242512241
2807,4786717.034607941
2809,7085759.257560506
2810,3382162.772702062
2816,3211454.5059299334
2817,4004289.0282494887
2819,4681994.814903436
2827,3878523.5796525045
2833,3647500.492301176
2835,5197670.365286802
2837,3646022.7629423495
2841,4346181.512043151
2842,4869874.681239528
2843,4869874.681239528
2851,2647987.575166985
2854,6309678.574026957
2860,3533526.5905358004
2863,2586039.8210950927
2869,3893903.508230617
2874,2089679.0141446504
2876,1478662.7573766657
2877,4262151.799452076
2878,3855604.9519667216
2882,5339408.099143176
2887,3300228.9675156893
2889,3878523.5796525045
2890,3341964.5119877667
2903,4898679.4226795295
2906,2387192.2273930963
2910,5197670.365286802
2912,5359802.1754541565
2913,3122822.2721406496
2918,4318257.2426649565
2921,2846835.1688689813
2922,5196192.635927975
2925,6458423.069270344
2927,3773453.4491681787
2930,3647500.492301176
2936,3090646.7784913173
2937,2387192.2273930963
2943,4163918.7766510705
2946,583115.255235795
2947,3382162.772702062
2949,1242062.6213171522
2952,3343442.241346593
2953,2912463.563322661
2955,3608542.792200038
2957,3298751.238156863
2960,3846348.086003172
2962,2618482.958913213
2963,3855604.9519667216
2969,5197670.365286802
2977,3380685.0433432357
2979,3848252.0516084787
2980,5197670.365286802
2992,5579033.568869891
2994,5197670.365286802
3002,4030674.625625985
3008,5695209.460842002
3009,2089679.0141446504
3011,3558091.7387182754
3016,4561142.742059348
3022,4900157.152038356
3023,3846348.086003172
3031,3857082.681325548
3035,3646022.7629423495
3039,4467545.223744878
3045,6858707.347607943
3048,3857082.681325548
3052,2647987.575166985
3055,4941028.216283612
3056,3888840.762432614
3058,1928133.805152457
3068,5003171.829163343
3069,5579033.568869891
3070,5693731.731483175
3072,4334147.668115625
3073,4559665.012700521
3074,5257728.181870417
3075,4467545.223744878
3077,5197670.365286802
3080,3646022.7629423495
3091,5953877.212328132
3102,3211454.5059299334
3106,3211454.5059299334
3116,3502920.343711974
3123,2717273.639377227
3124,3583903.7149669975
3126,3820337.2271064078
3130,3729951.218880088
3137,1731257.76160399
3139,2385313.2934954767
3146,4186061.4195172684
3147,3973094.755348188
3152,3409934.00780014
3160,3445998.116598418
3166,2946571.3541006986
3168,3670782.7065633545
3170,3477039.4705340606
3172,3930746.3795573073
3173,5188812.28950016
3176,1003519.7487718135
3177,1930378.9174998445
3197,3477039.4705340606
3200,4126003.602933654
3201,3974572.484707014
3204,3623772.416556063
3206,4126003.602933654
3210,3153170.599884646
3219,2717273.639377227
3220,2838721.2646779623
3229,2393700.050550869
3232,4098334.781205591
3235,3085534.344212438
3236,3084190.5743784355
3239,2495891.2584485193
3240,859550.1835324024
3249,3151692.8705258197
3257,3718625.595350909
3260,5252241.39567928
3262,4126003.602933654
3264,2385313.2934954767
3267,3153170.599884646
3268,2775420.77850057
3272,3368198.4633280626
3278,3974572.484707014
3286,3194909.810536709
3290,2456597.0826767506
3291,2840198.9940367886
3292,3974572.484707014
3293,3430941.397808528
3296,2152328.9792554523
3305,3296594.2625956363
3308,2989784.6279316023
3309,3436267.5654034656
3315,2715795.9100184008
3319,2847118.7316346737
3320,2989784.6279316023
3326,4126003.602933654
3330,4126003.602933654
3333,3062823.9832736086
3334,5023113.431476392
3337,3974572.484707014
3341,3168716.818740125
3342,3669304.977204528
3343,3078341.4419469433
3345,3411411.7371589663
3346,3517875.481998454
3347,1130892.927805732
3355,3431042.9783119382
3358,2153806.7086142786
3359,2845641.0022758474
3361,4748157.652486371
3362,4034630.3012906285
3364,1002042.0194129873
3365,2662792.298661749
3367,3056700.9206590457
3369,3502920.343711974
3374,3973094.755348188
3386,2981564.3442243487
3389,1821846.362732531
3390,3296594.2625956363
3395,3302170.230359519
3403,3825311.4850025624
3410,2879294.225284006
3411,3368198.4633280626
3413,2529544.481456678
3417,3670782.7065633545
3419,3973094.755348188
3425,1821846.362732531
3426,1821846.362732531
3429,1489835.2599080019
3433,2945093.6247418723
3436,3974572.484707014
3445,1820368.6333737047
3447,3638727.554842543
3448,3973094.755348188
3454,3056700.9206590457
3461,3087012.0735712643
3468,3654351.461938614
3470,2717273.639377227
3475,2529544.481456678
3482,3168716.818740125
3484,3061661.993331638
3491,6162173.149359967
3492,982215.5355728071
3496,2153806.7086142786
3500,3494313.322293601
3514,530372.1394739792
3524,3311983.434135511
3526,3769245.3946518567
3527,4126003.602933654
3528,3151696.5367058055
3532,4124525.873574828
3534,3654351.461938614
3535,3453601.348586159
3539,3974572.484707014
3540,3055223.1913002194
3555,3261703.154651959
3563,2495891.2584485193
3569,2664701.5423422963
3572,3974572.484707014
3575,3411411.7371589663
3584,3061661.993331638
3588,3779315.2613306674
3597,3974572.484707014
3598,3300692.5010006926
3601,2840198.9940367886
3612,3770723.124010683
3614,2772979.4098002613
3615,1781074.457601936
3618,3652873.7325797877
3625,3013790.938337226
3655,1491364.4196674002
3661,2529544.481456678
3665,3654351.461938614
3666,1002042.0194129873
3675,3477039.4705340606
3683,5249554.7726960275
3685,2385313.2934954767
3688,3756592.828725931
3690,4598204.263618558
3697,2989784.6279316023
3710,1112052.3035391273
3716,3093521.7475641146
3727,3296594.2625956363
3738,2880543.121132155
3745,2500771.71275497
3749,5023113.431476392
3754,4586955.801595854
3776,2847118.7316346737
3778,5253719.125038108
3784,3502920.343711974
3786,2840198.9940367886
3788,2497368.9878073456
3791,3495491.9014182454
3803,3368198.4633280626
3809,4034630.3012906285
3811,2717273.639377227
3817,3078341.4419469433
3820,3127556.6817827704
3824,3132103.226947161
3826,2349923.860748392
3829,595814.7016203939
3831,3068976.5945579824
3832,3016659.5701356344
3836,1783787.3989951406
3845,2921193.324212357
3846,2399062.0607459974
3848,2897765.1534863636
3849,2283971.4215150583
3857,1866944.5488710382
3859,2348810.5025227666
3861,2661677.6913363235
3867,2910417.7194122896
3876,2316270.6377402334
3877,2289820.5539465495
3878,935899.0046054504
3883,1998714.6367172839
3885,2397584.331387171
3889,1930186.6180877134
3890,2348810.5025227666
3891,2810477.301964961
3913,2110379.477214621
3920,3302249.8876638985
3922,2141679.145443705
3930,2317748.3670990597
3931,3068976.5945579824
3934,4244933.873774749
3941,2795029.925575695
3942,1019815.6115554416
3945,2348810.5025227666
3950,317426.4593092896
3951,1227055.27034714
3959,318904.1886681158
3960,739784.266859805
3962,1515817.8250162639
3972,4244933.873774749
3982,2000192.3660761102
3984,2897765.1534863636
3986,1896533.3950795552
3988,2808999.5726061347
3989,3157556.6950898706
3990,2759495.645738395
3991,2349923.860748392
3995,1968016.8724267776
3997,2215021.9515062496
4000,2759495.645738395
4002,2137750.5841395683
4007,2000192.3660761102
4010,2530832.148592242
4012,3011251.1541030714
4013,1993369.5880195117
4019,2354933.5651373295
4028,318904.1886681158
4032,2522402.446823204
4035,2661677.6913363235
4038,2217943.1885465137
4040,3039502.887342739
4042,2283971.4215150583
4046,3067498.865199156
4054,2490570.667299005
4065,3659569.758689793
4073,1993369.5880195117
4074,1197943.9150579039
4084,1854947.0709327676
4106,2522402.446823204
4108,1261185.984274579
4109,1187777.585276771
4110,3212192.057773184
4111,2348810.5025227666
4112,2897765.1534863636
4113,1671731.704683273
4115,749950.5966409375
4119,2349713.276392759
4123,3068976.5945579824
4129,2171403.807147727
4131,1834769.0552217064
4133,1568277.210601656
4138,3068976.5945579824
4143,2107593.313462751
4146,2107593.313462751
4151,1833291.32586288
4161,1197943.9150579039
4163,2217943.1885465137
4166,757378.9510047858
4168,2592802.0828644135
4171,1866944.5488710382
4180,2139228.3134983946
4185,1854947.0709327676
4189,2921193.324212357
4190,1568277.210601656
4191,2522402.446823204
4197,1834769.0552217064
4201,1834769.0552217064
4208,2594279.81222324
4213,1993369.5880195117
4219,3096458.2070601517
4221,2921193.324212357
4226,1568277.210601656
4233,2520924.7174643776
4241,1517295.5543750902
4245,3159034.424448697
4256,2076531.178039046
4261,2399062.0607459974
4262,2910417.7194122896
4268,620691.0553710992
4274,349348.3110977696
4278,1968016.8724267776
4279,2169926.0777889006
4280,3011251.1541030714
4289,2348810.5025227666
4291,2703521.319022687
4294,2622340.75514525
4301,2921193.324212357
4308,2286113.367063416
4310,3068976.5945579824
4312,2594279.81222324
4315,2661677.6913363235
4321,2658830.315832957
4325,2423068.371151621
4326,2009383.2212409498
4327,1853469.3415739413
4328,757378.9510047858
4329,2346602.675160605
4341,1898011.1244383815
4343,2217943.1885465137
4349,2530832.148592242
4350,1568277.210601656
4357,2009383.2212409498
4359,1866944.5488710382
4362,605981.0314015266
4364,1833291.32586288
4366,2177599.061451148
4369,604503.3020427005
4376,2810477.301964961
4380,2795029.925575695
4381,2327184.6953459615
4383,1187777.585276771
4388,1930186.6180877134
4395,3194216.6204153853
4396,2703521.319022687
4407,1783787.3989951406
4414,2419090.856131769
4415,1722713.360909839
4416,2993575.366043877
4419,749950.5966409375
4425,2522402.446823204
4427,3011251.1541030714
4432,1833291.32586288
4433,2594279.81222324
4435,2921193.324212357
4440,2910417.7194122896
4441,667745.3712593755
4443,2129295.6007844238
4446,3194216.6204153853
4454,2897765.1534863636
4462,2349713.276392759
4474,2793579.1489134016
4481,1197943.9150579039
4484,3521396.9323979067
4489,2303389.4013297018
4491,2044351.244246078
4492,2530832.148592242
4505,1439706.0378752432
4510,1682257.9005023225
4520,2349713.276392759
4521,2171403.807147727
4522,2171403.807147727
4529,739784.266859805
4531,2166961.5323199476
4532,2044351.244246078
4557,2042622.8136439624
4561,2108651.0466125067
4562,2056490.0901722235
4564,1657699.212783071
4566,1003899.1802478234
4571,2296229.54987341
4581,2297707.279232236
4584,3721950.5669257026
4585,1838818.0849825537
4590,2041145.084285136
4594,2185021.289523228
4595,1270347.6094178988
4596,1732362.7419349751
4598,2000332.4395239574
4601,2042622.8136439624
4604,2896433.158058961
4605,2588706.0127930646
4610,1908823.8329709496
4618,1799582.3261715022
4619,2186991.2569848415
4620,1412111.6505476236
4623,2445490.5495778625
4628,1727704.9607714668
4635,1666334.5089664313
4645,1323449.0943386455
4652,2151864.320443409
4654,1321329.2656444646
4655,2296229.54987341
4656,1775576.0157658786
4657,318325.7355697927
4661,550592.7538992516
4662,1324926.8236974718
4663,684547.5409306369
4665,2042622.8136439624
4670,1867084.6223188865
4671,1867084.6223188865
4672,2186991.2569848415
4675,1324926.8236974718
4676,1321329.2656444646
4678,2186991.2569848415
4681,1209316.9867825727
4684,1750928.6919428497
4687,1209316.9867825727
4697,2515841.866619878
4705,1970793.767243121
4707,1774098.2864070523
4714,1686626.6461016564
4715,1909742.2326948151
4717,1479362.9740056547
4721,1352395.841211808
4725,2056490.0901722235
4726,1576989.157163793
4730,2243372.926996416
4732,1970793.767243121
4734,1942266.3647289826
4735,1579717.2508712308
4741,2019962.8628663318
4750,2036822.000211665
4757,1321329.2656444646
4760,2036822.000211665
4765,1576989.157163793
4767,1308151.5329340359
4769,1594457.1435663959
4770,914713.647698635
4773,1479362.9740056547
4775,674381.2111495043
4779,2042622.8136439624
4783,4084758.951898434
4787,1321329.2656444646
4794,2036822.000211665
4796,1909169.4020245688
4797,1321329.2656444646
4801,2036822.000211665
4806,1795604.8111516503
4808,2296229.54987341
4814,3069122.328489406
4820,1791216.6794439019
4825,1911219.9620536414
